longitude,latitude
80.32537553285962,-1.4998346827256697
60.65929260050005,21.33863993579088
102.91636756124457,-14.11763620915498
86.32793226834825,-7.821227937290207
91.45543858207256,-2.8972784356039654
48.314471853229435,-3.340251573942272
55.083673379583004,-3.8385908274324763
94.3633126302169,22.876912497016598
63.352083623872524,8.72907980610379
69.16606012421141,-19.69825944648129
52.86208935853738,13.729604996156475
72.00392012338897,4.832528249558003
82.83215410031306,11.120380052692958
79.91614712595509,-2.2798057718750044
72.7738869224702,4.720847331751074
94.00049477753956,-2.967354969598265
57.62473056183198,-2.6669561077549737
63.68316076416849,-16.406217538069722
94.43007956600135,0.3434940119713161
82.86022394450629,4.753969230953082
79.7345040810039,-18.825726835861683
103.23264220134605,-17.568581092810724
70.43351519776431,-16.95300903891132
67.11334827785387,13.66158219466827
72.19652677338414,9.445245912627719
102.16557787338151,8.01810019007435
52.30312577523677,10.820474112534253
51.94156911916119,-6.8458397811616365
73.50178280759047,-9.969915559400047
71.76757320044776,-8.310635708303742
62.72023814194671,1.0374250290557931
79.72259121954815,-2.9817419540581866
48.67462475902926,21.37762736155228
73.65056238609579,6.479207267322263
56.7573448172537,3.477170397289857
59.16945549374417,2.8439336169442804
80.55703675826997,5.610518029953003
58.757782709559066,-6.727628648913621
49.948124759893574,-18.701382563961232
50.878795864714384,18.509561059360784
56.90885182962051,1.588187418485088
71.27096141951561,2.7386124070075155
104.30085858351208,-5.697329419315562
63.3834786273525,-17.32281584186735
97.11434359193898,25.641767629835222
79.23575720166004,6.043217915429036
101.33850320780164,-7.9554797183602
71.43816156387747,-12.074866644914511
72.01490365192655,-3.3078219488695346
66.91293727551545,-11.926792931022197
