longitude,latitude
49.67972773379339,-12.592094324976019
99.3741784363539,-11.67332579485271
76.29673649911484,10.244572951873803
77.91259989584177,10.597727595269905
97.01914741512924,-0.976705561427405
102.75079684821931,-6.3754731104582785
76.75764103566658,10.782081153252978
89.31139859093881,5.2841496366001515
66.36557042371808,-3.4606744075622444
103.39637522403783,26.50321879519582
51.480343887798824,-12.845037611464761
95.94873750359021,-2.505856388625311
100.37754422881679,21.937413376638368
101.6480154031893,14.768159915127903
67.15112537430805,0.15707329247101498
93.53462832096652,2.865873280028051
84.73181602447706,-10.19575995375029
85.18422038376055,-13.212148417109091
68.85601450022949,14.116124899656306
100.10869592550024,24.075917548274028
94.10193933180375,1.9125047819292362
104.17079284136506,-2.02337886670443
53.191666459075456,7.5274425719180655
79.50306985308643,-13.731117709675964
93.01628453679166,-7.653745789379727
66.73534640928001,-8.173246110283538
103.28353059902405,22.867004485197747
85.36355458034075,-19.028197069352334
72.93448578477219,-17.01865659974641
79.06854523162916,18.513106218565333
60.47907587349386,12.100361103838772
101.57207701693073,13.851875667633905
81.5339294496613,3.174984821252604
83.74703124389406,18.466240418900483
54.421286194121755,25.57191352601742
55.77320655672503,0.4055282930933721
86.98536099520754,-16.704059468526005
76.37244236562677,13.988162808096355
58.88267044106031,0.28019987197466634
63.56803162289679,26.42634789101899
69.31635118457768,25.392324002962333
98.23497324245213,-1.1155945409493881
92.3166179594226,19.211511228040443
92.7964335354745,14.834971793985687
102.69551829515393,-12.20310512189742
91.20107318551737,-2.208154922608955
67.28262017728318,0.935743466676854
96.7595238959612,15.18989565373439
54.21545065591344,26.181414505237733
95.34841902598292,20.4067449147205
